plot_code,sub_plot,tree_tag,year,month,day,pom_height,dbh_first_year_cm,dendrometer_reading_mm,comments,dendrometer_pom,dbh_first_mm,totaldbh,status_code_aintact_bmoved_cbroken,mortality_aalive_ddead
ESP-01,4,74,2011,4,29,,13.2,1.2,,,,,,
ESP-01,4,75,2011,4,29,,11.3,0,,,,,,
ESP-01,4,77,2011,4,29,,43.3,26.9,,,,,,
ESP-01,4,86,2011,4,29,,13.9,,,,,,,
ESP-01,4,87,2011,4,29,,24.7,12.3,,,,,,
ESP-01,5,89,2011,4,29,,14.4,7,,,,,,
ESP-01,5,90,2011,4,29,,22.3,6.4,,,,,,
ESP-01,5,91,2011,4,29,,19.5,-0.2,,,,,,
ESP-01,5,92,2011,4,29,,22.6,0,,,,,,
ESP-01,5,93,2011,4,29,,21.9,5.1,,,,,,
ESP-01,5,97,2011,4,29,,38.1,4.2,,,,,,
ESP-01,5,103,2011,4,29,,18.9,1.4,,,,,,
ESP-01,5,104,2011,4,29,,22.5,7.2,,,,,,
ESP-01,6,106,2011,4,29,,16.7,1.4,,,,,,
ESP-01,6,107,2011,4,29,,15.6,3.1,,,,,,
ESP-01,6,110,2011,4,29,,12,10.3,,,,,,
ESP-01,6,116,2011,4,29,,15.2,2.5,,,,,,
ESP-01,6,120,2011,4,29,,22.4,13.4,,,,,,
ESP-01,6,127,2011,4,29,,11.9,-0.7,,,,,,
ESP-01,6,128,2011,4,29,,19.7,15.3,,,,,,
ESP-01,6,129,2011,4,29,,21.1,16,,,,,,
ESP-01,6,131,2011,4,29,,21.7,11.3,,,,,,
ESP-01,7,137,2011,4,29,,10.4,1,,,,,,
ESP-01,7,138,2011,4,29,,19.5,12.5,,,,,,
ESP-01,7,139,2011,4,29,,13.7,,,,,,,
ESP-01,7,140,2011,4,29,,17.6,1.9,,,,,,
ESP-01,7,141,2011,4,29,,19.5,38.6,,,,,,
ESP-01,7,143,2011,4,29,,13.8,0,,,,,,
ESP-01,7,147,2011,4,29,,23.6,8.4,,,,,,
ESP-01,7,148,2011,4,29,,11.1,,,,,,,
ESP-01,7,149,2011,4,29,,13.4,,,,,,,
ESP-01,8,166,2011,4,29,,17.2,15,,,,,,
ESP-01,8,170,2011,4,29,,18.7,-1,,,,,,
ESP-01,8,183,2011,4,29,,15.4,13.3,,,,,,
ESP-01,8,184,2011,4,29,,13,2.5,,,,,,
ESP-01,8,186,2011,4,29,,17.4,28.2,,,,,,
ESP-01,8,187,2011,4,29,,19,26.6,,,,,,
ESP-01,8,189,2011,4,29,,14.4,15.4,,,,,,
ESP-01,8,193,2011,4,29,,13,1.8,,,,,,
ESP-01,9,203,2011,4,29,,11.4,4.6,,,,,,
ESP-01,9,204,2011,4,29,,14.1,13.3,,,,,,
ESP-01,9,205,2011,4,29,,18.1,,,,,,,
ESP-01,9,206,2011,4,29,,10.8,0,,,,,,
ESP-01,9,224,2011,4,29,,15.2,14.7,,,,,,
ESP-01,9,225,2011,4,29,,14.5,-0.9,,,,,,
ESP-01,9,226,2011,4,29,,23.1,,,,,,,
ESP-01,9,227,2011,4,29,,17.3,-0.9,,,,,,
ESP-01,10,238,2011,4,29,,42.1,32.3,,,,,,
ESP-01,10,240,2011,4,29,,23.2,10.95,,,,,,
ESP-01,10,241,2011,4,29,,11.4,6.5,,,,,,
ESP-01,10,242,2011,4,29,,10.6,3.6,,,,,,
ESP-01,10,243,2011,4,29,,14.9,-1.1,,,,,,
ESP-01,10,245,2011,4,29,,16.3,1.8,,,,,,
ESP-01,10,249,2011,4,29,,18.3,21.2,,,,,,
ESP-01,10,253,2011,4,29,,15.9,6,,,,,,
ESP-01,11,267,2011,4,29,,16.3,1.6,,,,,,
ESP-01,11,270,2011,4,29,,11.1,0.8,,,,,,
ESP-01,11,271,2011,4,29,,15.5,4.4,,,,,,
ESP-01,11,272,2011,4,29,,15.8,14.65,,,,,,
ESP-01,11,273,2011,4,29,,14,0,,,,,,
ESP-01,11,278,2011,4,29,,17,15.6,,,,,,
ESP-01,11,281,2011,4,29,,25.1,22.1,,,,,,
ESP-01,11,282,2011,4,29,,19.8,4.6,,,,,,
ESP-01,11,284,2011,4,29,,20.8,12.3,,,,,,
ESP-01,12,300,2011,4,29,,16.4,0,,,,,,
ESP-01,12,302,2011,4,29,,21.9,0,,,,,,
ESP-01,12,303,2011,4,29,,14.9,0.8,,,,,,
ESP-01,12,304,2011,4,29,,17,6.5,,,,,,
ESP-01,12,305,2011,4,29,,12.8,31,,,,,,
ESP-01,12,306,2011,4,29,,15.2,14.1,,,,,,
ESP-01,12,310,2011,4,29,,10.6,0,,,,,,
ESP-01,12,311,2011,4,29,,18,27.5,,,,,,
ESP-01,13,329,2011,4,29,,17.7,18.6,,,,,,
ESP-01,13,330,2011,4,29,,10.6,,,,,,,
ESP-01,13,331,2011,4,29,,20.2,25.9,,,,,,
ESP-01,13,340,2011,4,29,,11.3,,,,,,,
ESP-01,13,341,2011,4,29,,12.9,0,,,,,,
ESP-01,13,342,2011,4,29,,16.1,13.3,,,,,,
ESP-01,13,354,2011,4,29,,10.3,11.5,,,,,,
ESP-01,13,355,2011,4,29,,10.6,4.4,,,,,,
ESP-01,14,357,2011,4,29,,12,5.7,,,,,,
ESP-01,14,358,2011,4,29,,15.3,8.1,,,,,,
ESP-01,14,359,2011,4,29,,14,7.5,,,,,,
ESP-01,14,365,2011,4,29,,10.2,24.2,,,,,,
ESP-01,14,366,2011,4,29,,17.8,16.2,,,,,,
ESP-01,14,367,2011,4,29,,16.3,,,,,,,
ESP-01,14,370,2011,4,29,,11.3,3,,,,,,
ESP-01,14,371,2011,4,29,,22.2,-0.4,,,,,,
ESP-01,15,380,2011,4,29,,15.5,16.3,,,,,,
ESP-01,15,381,2011,4,29,,20,0,,,,,,
ESP-01,15,382,2011,4,29,,14.3,2.5,,,,,,
ESP-01,15,383,2011,4,29,,12.9,1,,,,,,
ESP-01,15,384,2011,4,29,,24.2,4.6,,,,,,
ESP-01,15,390,2011,4,29,,14.3,3.5,,,,,,
ESP-01,15,392,2011,4,29,,12,0,,,,,,
ESP-01,16,404,2011,4,29,,19.5,1.6,,,,,,
ESP-01,16,407,2011,4,29,,13.9,14,,,,,,
ESP-01,16,415,2011,4,29,,16.6,-0.4,,,,,,
ESP-01,16,417,2011,4,29,,14.2,22.4,,,,,,
ESP-01,16,418,2011,4,29,,18,18.7,,,,,,
ESP-01,16,419,2011,4,29,,15.2,-1.3,,,,,,
ESP-01,16,425,2011,4,29,,22.9,13.4,,,,,,
ESP-01,16,426,2011,4,29,,17.3,1.8,,,,,,
ESP-01,16,428,2011,4,29,,14.5,0,,,,,,
ESP-01,17,435,2011,4,29,,17.8,18,,,,,,
ESP-01,17,436,2011,4,29,,16.2,6.6,,,,,,
ESP-01,17,440,2011,4,29,,18.8,1.7,,,,,,
ESP-01,17,442,2011,4,29,,10.4,0,,,,,,
ESP-01,17,443,2011,4,29,,15.9,7.3,,,,,,
ESP-01,17,444,2011,4,29,,23.9,7,,,,,,
ESP-01,17,445,2011,4,29,,14.4,3.5,,,,,,
ESP-01,17,446,2011,4,29,,14.6,2,,,,,,
ESP-01,18,473,2011,4,29,,13.1,0.7,,,,,,
ESP-01,18,475,2011,4,29,,16.2,6.3,,,,,,
ESP-01,18,476,2011,4,29,,17.1,0,,,,,,
ESP-01,18,482,2011,4,29,,24.3,9.6,,,,,,
ESP-01,18,483,2011,4,29,,23.4,13.9,,,,,,
ESP-01,18,486,2011,4,29,,22.3,-1.6,,,,,,
ESP-01,18,487,2011,4,29,,30,-0.7,,,,,,
ESP-01,18,491,2011,4,29,,22.4,20.9,,,,,,
ESP-01,19,498,2011,4,29,,19.4,0,,,,,,
ESP-01,19,507,2011,4,29,,22.9,8.9,,,,,,
ESP-01,19,509,2011,4,29,,29.3,2.5,,,,,,
ESP-01,19,510,2011,4,29,,16.9,2.2,,,,,,
ESP-01,19,511,2011,4,29,,18.6,,,,,,,
ESP-01,19,512,2011,4,29,,16.4,0,,,,,,
ESP-01,19,514,2011,4,29,,12,13.6,,,,,,
ESP-01,19,515,2011,4,29,,19.6,14.8,,,,,,
ESP-01,19,522,2011,4,29,,29.4,20.7,,,,,,
ESP-01,20,528,2011,4,29,,13,0,,,,,,
ESP-01,20,530,2011,4,29,,17.2,-1,,,,,,
ESP-01,20,535,2011,4,29,,19.7,0,,,,,,
ESP-01,20,536,2011,4,29,,11.5,8.3,,,,,,
ESP-01,20,539,2011,4,29,,15.7,5,,,,,,
ESP-01,20,540,2011,4,29,,12.8,0,,,,,,
ESP-01,20,541,2011,4,29,,12.6,10.8,,,,,,
ESP-01,20,542,2011,4,29,,11.1,0,,,,,,
ESP-01,20,543,2011,4,29,,10.6,3.3,,,,,,
ESP-01,21,548,2011,4,29,,15.9,-1,,,,,,
ESP-01,21,549,2011,4,29,,28.8,11,,,,,,
ESP-01,21,550,2011,4,29,,16.4,1.2,,,,,,
ESP-01,21,554,2011,4,29,,11.8,-0.5,,,,,,
ESP-01,21,555,2011,4,29,,10.3,,,,,,,
ESP-01,21,562,2011,4,29,,19.7,-0.4,,,,,,
ESP-01,21,564,2011,4,29,,21.2,11.8,,,,,,
ESP-01,21,565,2011,4,29,,14.9,1.3,,,,,,
ESP-01,21,574,2011,4,29,,44.2,27.2,,,,,,
ESP-01,22,588,2011,4,29,,18,-1.5,,,,,,
ESP-01,22,594,2011,4,29,,33.8,2,,,,,,
ESP-01,22,596,2011,4,29,,10.3,,,,,,,
ESP-01,22,603,2011,4,29,,17.7,1.6,,,,,,
ESP-01,22,608,2011,4,29,,11.2,0,,,,,,
ESP-01,22,609,2011,4,29,,13.3,0.55,,,,,,
ESP-01,22,623,2011,4,29,,14.9,16.4,,,,,,
ESP-01,22,625,2011,4,29,,11.4,1.6,,,,,,
ESP-01,23,633,2011,4,29,,12.3,0.7,,,,,,
ESP-01,23,634,2011,4,29,,21.4,0,,,,,,
ESP-01,23,638,2011,4,29,,17.4,46.9,,,,,,
ESP-01,23,647,2011,4,29,,24.1,15.5,,,,,,
ESP-01,23,648,2011,4,29,,11.8,0.7,,,,,,
ESP-01,23,657,2011,4,29,,34.7,2.7,,,,,,
ESP-01,23,659,2011,4,29,,13.9,1.8,,,,,,
ESP-01,23,660,2011,4,29,,12.5,-0.5,,,,,,
ESP-01,24,663,2011,4,29,,15.2,0,,,,,,
ESP-01,24,672,2011,4,29,,17.3,0.8,,,,,,
ESP-01,24,678,2011,4,29,,12.4,1.7,,,,,,
ESP-01,24,679,2011,4,29,,17.5,1,,,,,,
ESP-01,24,680,2011,4,29,,17.2,1.5,,,,,,
ESP-01,24,681,2011,4,29,,11.9,19.5,,,,,,
ESP-01,24,682,2011,4,29,,28.7,0,,,,,,
ESP-01,24,685,2011,4,29,,29,8.8,,,,,,
ESP-01,25,689,2011,4,29,,15.4,0,,,,,,
ESP-01,25,693,2011,4,29,,23.2,13.6,,,,,,
ESP-01,25,694,2011,4,29,,13.9,6,,,,,,
ESP-01,25,696,2011,4,29,,14.6,32.5,,,,,,
ESP-01,25,703,2011,4,29,,17.9,0,,,,,,
ESP-01,25,707,2011,4,29,,10.1,0,,,,,,
ESP-01,25,708,2011,4,29,,20.3,1.3,,,,,,
ESP-01,1,7,2011,7,11,,10.9,2.2,,,,,,
ESP-01,1,8,2011,7,11,,14,-2.8,,,,,,
ESP-01,1,10,2011,7,11,,11.7,1.3,,,,,,
ESP-01,1,12,2011,7,11,,13.9,11.6,,,,,,
ESP-01,1,20,2011,7,11,,30.5,44.8,,,,,,
ESP-01,1,21,2011,7,11,,10.3,0,,,,,,
ESP-01,1,26,2011,7,11,,20,0,,,,,,
ESP-01,1,27,2011,7,11,,21.3,5,,,,,,
ESP-01,1,28,2011,7,11,,25.5,8.7,,,,,,
ESP-01,2,38,2011,7,11,,15.6,28.3,,,,,,
ESP-01,2,40,2011,7,11,,36.7,21.2,,,,,,
ESP-01,2,41,2011,7,11,,12,8.3,,,,,,
ESP-01,2,42,2011,7,11,,12.9,6.9,,,,,,
ESP-01,2,43,2011,7,11,,16.1,7.7,,,,,,
ESP-01,2,44,2011,7,11,,17.9,,,,,,,
ESP-01,2,46,2011,7,11,,15.9,2.1,,,,,,
ESP-01,2,47,2011,7,11,,13.6,-0.8,,,,,,
ESP-01,3,56,2011,7,11,,20.7,10.2,,,,,,
ESP-01,3,57,2011,7,11,,12,15,,,,,,
ESP-01,3,59,2011,7,11,,25.8,9.2,,,,,,
ESP-01,3,63,2011,7,11,,23.3,NA,,,,,,
ESP-01,3,63.1,2011,7,11,,33.3,,,,,,,
ESP-01,3,64,2011,7,11,,13.9,0,,,,,,
ESP-01,3,67,2011,7,11,,14.9,0.9,,,,,,
ESP-01,3,68,2011,7,11,,13.9,,,,,,,
ESP-01,4,71,2011,7,11,,15.1,0.7,,,,,,
ESP-01,4,72,2011,7,11,,23.9,8.8,,,,,,
ESP-01,4,73,2011,7,11,,22.1,22.4,,,,,,
ESP-01,4,74,2011,7,11,,13.2,1,,,,,,
ESP-01,4,75,2011,7,11,,11.3,0,,,,,,
ESP-01,4,77,2011,7,11,,43.3,29.7,,,,,,
ESP-01,4,86,2011,7,11,,13.9,,,,,,,
ESP-01,4,87,2011,7,11,,24.7,12.9,,,,,,
ESP-01,5,89,2011,7,11,,14.4,6.8,,,,,,
ESP-01,5,90,2011,7,11,,22.3,6.7,,,,,,
ESP-01,5,91,2011,7,11,,19.5,0,,,,,,
ESP-01,5,92,2011,7,11,,22.6,0.6,,,,,,
ESP-01,5,93,2011,7,11,,21.9,5.4,,,,,,
ESP-01,5,97,2011,7,11,,38.1,5,,,,,,
ESP-01,5,103,2011,7,11,,18.9,1.2,,,,,,
ESP-01,5,104,2011,7,11,,22.5,6.9,,,,,,
ESP-01,6,106,2011,7,11,,16.7,1.3,,,,,,
ESP-01,6,107,2011,7,11,,15.6,0,,,,,,
ESP-01,6,110,2011,7,11,,12,11.8,,,,,,
ESP-01,6,116,2011,7,11,,15.2,2.3,,,,,,
ESP-01,6,120,2011,7,11,,22.4,16.6,,,,,,
ESP-01,6,127,2011,7,11,,11.9,-0.9,,,,,,
ESP-01,6,128,2011,7,11,,19.7,18.6,,,,,,
ESP-01,6,129,2011,7,11,,21.1,19.1,,,,,,
ESP-01,6,131,2011,7,11,,21.7,13.8,,,,,,
ESP-01,7,137,2011,7,11,,10.4,0,,,,,,
ESP-01,7,138,2011,7,11,,19.5,12.5,,,,,,
ESP-01,7,139,2011,7,11,,13.7,,,,,,,
ESP-01,7,140,2011,7,11,,17.6,2.4,,,,,,
ESP-01,7,141,2011,7,11,,19.5,41.3,,,,,,
ESP-01,7,143,2011,7,11,,13.8,0,,,,,,
ESP-01,7,147,2011,7,11,,23.6,10.2,,,,,,
ESP-01,7,148,2011,7,11,,11.1,,,,,,,
ESP-01,7,149,2011,7,11,,13.4,,,,,,,
ESP-01,8,166,2011,7,11,,17.2,18.5,,,,,,
ESP-01,8,170,2011,7,11,,18.7,,,,,,,
ESP-01,8,183,2011,7,11,,15.4,14.7,,,,,,
ESP-01,8,184,2011,7,11,,13,2.7,,,,,,
ESP-01,8,186,2011,7,11,,17.4,32.9,,,,,,
ESP-01,8,187,2011,7,11,,19,28.9,,,,,,
ESP-01,8,189,2011,7,11,,14.4,15.2,,,,,,
ESP-01,8,193,2011,7,11,,13,1.9,,,,,,
ESP-01,9,203,2011,7,11,,11.4,4.6,,,,,,
ESP-01,9,204,2011,7,11,,14.1,13.1,,,,,,
ESP-01,9,205,2011,7,11,,18.1,,,,,,,
ESP-01,9,206,2011,7,11,,10.8,0,,,,,,
ESP-01,9,224,2011,7,11,,15.2,15.3,,,,,,
ESP-01,9,225,2011,7,11,,14.5,-0.9,,,,,,
ESP-01,9,226,2011,7,11,,23.1,,,,,,,
ESP-01,9,227,2011,7,11,,17.3,-0.4,,,,,,
ESP-01,10,238,2011,7,11,,42.1,34.3,,,,,,
ESP-01,10,240,2011,7,11,,23.2,10.6,,,,,,
ESP-01,10,241,2011,7,11,,11.4,8.3,,,,,,
ESP-01,10,242,2011,7,11,,10.6,3.3,,,,,,
ESP-01,10,243,2011,7,11,,14.9,-1.3,,,,,,
ESP-01,10,245,2011,7,11,,16.3,1.6,,,,,,
ESP-01,10,249,2011,7,11,,18.3,23.1,,,,,,
ESP-01,10,253,2011,7,11,,15.9,6.3,,,,,,
ESP-01,11,267,2011,7,11,,16.3,1.4,,,,,,
ESP-01,11,270,2011,7,11,,11.1,0.5,,,,,,
ESP-01,11,271,2011,7,11,,15.5,4.4,,,,,,
ESP-01,11,272,2011,7,11,,15.8,16.4,,,,,,
ESP-01,11,273,2011,7,11,,14,0,,,,,,
ESP-01,11,278,2011,7,11,,17,15.2,,,,,,
ESP-01,11,281,2011,7,11,,25.1,24.4,,,,,,
ESP-01,11,282,2011,7,11,,19.8,4.5,,,,,,
ESP-01,11,284,2011,7,11,,20.8,13.6,,,,,,
ESP-01,12,300,2011,7,11,,16.4,0,,,,,,
ESP-01,12,302,2011,7,11,,21.9,-0.2,,,,,,
ESP-01,12,303,2011,7,11,,14.9,0.7,,,,,,
ESP-01,12,304,2011,7,11,,17,6.5,,,,,,
ESP-01,12,305,2011,7,11,,12.8,34.5,,,,,,
ESP-01,12,306,2011,7,11,,15.2,14.9,,,,,,
ESP-01,12,310,2011,7,11,,10.6,0,,,,,,
ESP-01,12,311,2011,7,11,,18,29.1,,,,,,
ESP-01,13,329,2011,7,11,,17.7,20,,,,,,
ESP-01,13,330,2011,7,11,,10.6,,,,,,,
ESP-01,13,331,2011,7,11,,20.2,26.8,,,,,,
ESP-01,13,340,2011,7,11,,11.3,0.7,,,,,,
ESP-01,13,341,2011,7,11,,12.9,0,,,,,,
ESP-01,13,342,2011,7,11,,16.1,13.3,,,,,,
ESP-01,13,354,2011,7,11,,10.3,11.5,,,,,,
ESP-01,13,355,2011,7,11,,10.6,3.8,,,,,,
ESP-01,14,357,2011,7,11,,12,5.3,,,,,,
ESP-01,14,358,2011,7,11,,15.3,8.3,,,,,,
ESP-01,14,359,2011,7,11,,14,8,,,,,,
ESP-01,14,365,2011,7,11,,10.2,24.3,,,,,,
ESP-01,14,366,2011,7,11,,17.8,18,,,,,,
ESP-01,14,367,2011,7,11,,16.3,,,,,,,
ESP-01,14,370,2011,7,11,,11.3,2.7,,,,,,
ESP-01,14,371,2011,7,11,,22.2,-0.4,,,,,,
ESP-01,15,380,2011,7,11,,15.5,17.3,,,,,,
ESP-01,15,381,2011,7,11,,20,0,,,,,,
ESP-01,15,382,2011,7,11,,14.3,3.3,,,,,,
ESP-01,15,383,2011,7,11,,12.9,1.6,,,,,,
ESP-01,15,384,2011,7,11,,24.2,4.6,,,,,,
ESP-01,15,390,2011,7,11,,14.3,3.4,,,,,,
ESP-01,15,392,2011,7,11,,12,0,,,,,,
ESP-01,16,404,2011,7,11,,19.5,0.9,,,,,,
ESP-01,16,407,2011,7,11,,13.9,14.4,,,,,,
ESP-01,16,415,2011,7,11,,16.6,-0.9,,,,,,
ESP-01,16,417,2011,7,11,,14.2,23.9,,,,,,
ESP-01,16,418,2011,7,11,,18,20.1,,,,,,
ESP-01,16,419,2011,7,11,,15.2,-1.6,,,,,,
ESP-01,16,425,2011,7,11,,22.9,13.4,,,,,,
ESP-01,16,426,2011,7,11,,17.3,1.1,,,,,,
ESP-01,16,428,2011,7,11,,14.5,0,,,,,,
ESP-01,17,435,2011,7,11,,17.8,21.3,,,,,,
ESP-01,17,436,2011,7,11,,16.2,6.3,,,,,,
ESP-01,17,440,2011,7,11,,18.8,0.9,,,,,,
ESP-01,17,442,2011,7,11,,10.4,0,,,,,,
ESP-01,17,443,2011,7,11,,15.9,7.5,,,,,,
ESP-01,17,444,2011,7,11,,23.9,8.9,,,,,,
ESP-01,17,445,2011,7,11,,14.4,3.9,,,,,,
ESP-01,17,446,2011,7,11,,14.6,1.7,,,,,,
ESP-01,18,473,2011,7,11,,13.1,0,,,,,,
ESP-01,18,475,2011,7,11,,16.2,7,,,,,,
ESP-01,18,476,2011,7,11,,17.1,-0.7,,,,,,
ESP-01,18,482,2011,7,11,,24.3,9.7,,,,,,
ESP-01,18,483,2011,7,11,,23.4,16,,,,,,
ESP-01,18,486,2011,7,11,,22.3,-1.7,,,,,,
ESP-01,18,487,2011,7,11,,30,-0.9,,,,,,
ESP-01,18,491,2011,7,11,,22.4,23.5,,,,,,
ESP-01,19,498,2011,7,11,,19.4,0,,,,,,
ESP-01,19,507,2011,7,11,,22.9,8.6,,,,,,
ESP-01,19,509,2011,7,11,,29.3,3,,,,,,
ESP-01,19,510,2011,7,11,,16.9,1.5,,,,,,
ESP-01,19,511,2011,7,11,,18.6,,,,,,,
ESP-01,19,512,2011,7,11,,16.4,0,,,,,,
ESP-01,19,514,2011,7,11,,12,15,,,,,,
ESP-01,19,515,2011,7,11,,19.6,16.3,,,,,,
ESP-01,19,522,2011,7,11,,29.4,21.8,,,,,,
ESP-01,20,528,2011,7,11,,13,0,,,,,,
ESP-01,20,530,2011,7,11,,17.2,-1,,,,,,
ESP-01,20,535,2011,7,11,,19.7,0,,,,,,
ESP-01,20,536,2011,7,11,,11.5,8.4,,,,,,
ESP-01,20,539,2011,7,11,,15.7,5.9,,,,,,
ESP-01,20,540,2011,7,11,,12.8,0,,,,,,
ESP-01,20,541,2011,7,11,,12.6,11.7,,,,,,
ESP-01,20,542,2011,7,11,,11.1,0,,,,,,
ESP-01,20,543,2011,7,11,,10.6,4.5,,,,,,
ESP-01,21,548,2011,7,11,,15.9,-1.8,,,,,,
ESP-01,21,549,2011,7,11,,28.8,11.9,,,,,,
ESP-01,21,550,2011,7,11,,16.4,1.6,,,,,,
ESP-01,21,554,2011,7,11,,11.8,-0.6,,,,,,
ESP-01,21,555,2011,7,11,,10.3,,,,,,,
ESP-01,21,562,2011,7,11,,19.7,-0.4,,,,,,
ESP-01,21,564,2011,7,11,,21.2,14.2,,,,,,
ESP-01,21,565,2011,7,11,,14.9,1.4,,,,,,
ESP-01,21,574,2011,7,11,,44.2,29.1,,,,,,
ESP-01,22,588,2011,7,11,,18,-1.1,,,,,,
ESP-01,22,594,2011,7,11,,33.8,2.1,,,,,,
ESP-01,22,596,2011,7,11,,10.3,,,,,,,
ESP-01,22,603,2011,7,11,,17.7,1.9,,,,,,
ESP-01,22,608,2011,7,11,,11.2,0,,,,,,
ESP-01,22,609,2011,7,11,,13.3,0.7,,,,,,
ESP-01,22,623,2011,7,11,,14.9,16.4,,,,,,
ESP-01,22,625,2011,7,11,,11.4,1.4,,,,,,
ESP-01,23,633,2011,7,11,,12.3,0.5,,,,,,
ESP-01,23,634,2011,7,11,,21.4,0,,,,,,
ESP-01,23,638,2011,7,11,,17.4,47.7,,,,,,
ESP-01,23,647,2011,7,11,,24.1,16.7,,,,,,
ESP-01,23,648,2011,7,11,,11.8,0,,,,,,
ESP-01,23,657,2011,7,11,,34.7,3,,,,,,
ESP-01,23,659,2011,7,11,,13.9,1,,,,,,
ESP-01,23,660,2011,7,11,,12.5,-1.1,,,,,,
ESP-01,24,663,2011,7,11,,15.2,0,,,,,,
ESP-01,24,672,2011,7,11,,17.3,-0.8,,,,,,
ESP-01,24,678,2011,7,11,,12.4,2,,,,,,
ESP-01,24,679,2011,7,11,,17.5,0.5,,,,,,
ESP-01,24,680,2011,7,11,,17.2,0.9,,,,,,
ESP-01,24,681,2011,7,11,,11.9,21.1,,,,,,
ESP-01,24,682,2011,7,11,,28.7,0,,,,,,
ESP-01,24,685,2011,7,11,,29,9,,,,,,
ESP-01,25,689,2011,7,11,,15.4,0,,,,,,
ESP-01,25,693,2011,7,11,,23.2,15.5,,,,,,
ESP-01,25,694,2011,7,11,,13.9,6.9,,,,,,
ESP-01,25,696,2011,7,11,,14.6,32.5,,,,,,
ESP-01,25,703,2011,7,11,,17.9,0,,,,,,
ESP-01,25,707,2011,7,11,,10.1,0,,,,,,
ESP-01,25,708,2011,7,11,,20.3,1.5,,,,,,
ESP-01,1,7,2011,10,25,,10.9,2.3,,,,,,
ESP-01,1,8,2011,10,25,,14,-2.3,,,,,,
ESP-01,1,10,2011,10,25,,11.7,1.3,,,,,,
ESP-01,1,12,2011,10,25,,13.9,14.8,,,,,,
ESP-01,1,20,2011,10,25,,30.5,50.3,,,,,,
ESP-01,1,21,2011,10,25,,10.3,0.3,,,,,,
ESP-01,1,26,2011,10,25,,20,0.8,,,,,,
ESP-01,1,27,2011,10,25,,21.3,5.8,,,,,,
ESP-01,1,28,2011,10,25,,25.5,10.9,,,,,,
ESP-01,2,38,2011,10,25,,15.6,33.4,,,,,,
ESP-01,2,40,2011,10,25,,36.7,26.4,,,,,,
ESP-01,2,41,2011,10,25,,12,10,,,,,,
ESP-01,2,42,2011,10,25,,12.9,8,,,,,,
ESP-01,2,43,2011,10,25,,16.1,11.2,,,,,,
ESP-01,2,44,2011,10,25,,17.9,,muerto,,,,,
ESP-01,2,46,2011,10,25,,15.9,3,,,,,,
ESP-01,2,47,2011,10,25,,13.6,-0.7,,,,,,
ESP-01,3,56,2011,10,25,,20.7,13.7,,,,,,
ESP-01,3,57,2011,10,25,,12,19.4,,,,,,
ESP-01,3,59,2011,10,25,,25.8,10.1,,,,,,
ESP-01,3,63,2011,10,25,,23.3,0,vivo/muerto,,,,,
ESP-01,3,63.1,2011,10,25,,33.3,-1.8,s/dendrometro,,,,,
ESP-01,3,64,2011,10,25,,13.9,0,,,,,,
ESP-01,3,67,2011,10,25,,14.9,0.9,,,,,,
ESP-01,3,68,2011,10,25,,13.9,,muerto,,,,,
ESP-01,4,71,2011,10,25,,15.1,0.7,,,,,,
ESP-01,4,72,2011,10,25,,23.9,11,,,,,,
ESP-01,4,73,2011,10,25,,22.1,30,,,,,,
ESP-01,4,74,2011,10,25,,13.2,1.1,,,,,,
ESP-01,4,75,2011,10,25,,11.3,0,,,,,,
ESP-01,4,77,2011,10,25,,43.3,33.1,,,,,,
ESP-01,4,86,2011,10,25,,13.9,,muerto,,,,,
ESP-01,4,87,2011,10,25,,24.7,15.5,,,,,,
ESP-01,5,89,2011,10,25,,14.4,8,,,,,,
ESP-01,5,90,2011,10,25,,22.3,9.2,,,,,,
ESP-01,5,91,2011,10,25,,19.5,0,,,,,,
ESP-01,5,92,2011,10,25,,22.6,1.2,,,,,,
ESP-01,5,93,2011,10,25,,21.9,7.6,,,,,,
ESP-01,5,97,2011,10,25,,38.1,8.4,,,,,,
ESP-01,5,103,2011,10,25,,18.9,1.2,,,,,,
ESP-01,5,104,2011,10,25,,22.5,7,,,,,,
ESP-01,6,106,2011,10,25,,16.7,1.7,,,,,,
ESP-01,6,107,2011,10,25,,15.6,3.3,,,,,,
ESP-01,6,110,2011,10,25,,12,14.7,,,,,,
ESP-01,6,116,2011,10,25,,15.2,2.6,,,,,,
ESP-01,6,120,2011,10,25,,22.4,23.5,,,,,,
ESP-01,6,127,2011,10,25,,11.9,-0.7,,,,,,
ESP-01,6,128,2011,10,25,,19.7,23.7,,,,,,
ESP-01,6,129,2011,10,25,,21.1,23.7,,,,,,
ESP-01,6,131,2011,10,25,,21.7,19.3,,,,,,
ESP-01,7,137,2011,10,25,,10.4,0,,,,,,
ESP-01,7,138,2011,10,25,,19.5,14.1,,,,,,
ESP-01,7,139,2011,10,25,,13.7,,muerto,,,,,
ESP-01,7,140,2011,10,25,,17.6,3.3,,,,,,
ESP-01,7,141,2011,10,25,,19.5,47.5,,,,,,
ESP-01,7,143,2011,10,25,,13.8,0,,,,,,
ESP-01,7,147,2011,10,25,,23.6,14.3,,,,,,
ESP-01,7,148,2011,10,25,,11.1,,muerto,,,,,
ESP-01,7,149,2011,10,25,,13.4,,muerto,,,,,
ESP-01,8,166,2011,10,25,,17.2,22.9,,,,,,
