plot_code,measurement_code,sub_plot,replica,day,month,year,soil_temp,air_temp,collar_depth
PAN02,STEM,20,1,20,9,2013,26.4,25.7,7
PAN02,STEM,21,1,20,9,2013,26.4,26.2,7
PAN02,STEM,22,1,20,9,2013,27.7,26.7,7
PAN02,STEM,23,1,20,9,2013,26.6,26.5,7
PAN02,STEM,24,1,20,9,2013,26.7,26,7
PAN02,STEM,25,1,20,9,2013,25.4,25.2,7
PAN02,STEM,1,1,18,11,2013,27.4,24.9,7
PAN02,STEM,2,1,18,11,2013,25.8,25.5,7
PAN02,STEM,3,1,18,11,2013,25.2,25.5,7
PAN02,STEM,4,1,18,11,2013,25.6,25.4,7
PAN02,STEM,5,1,18,11,2013,24.6,24.6,7
PAN02,STEM,6,1,18,11,2013,25,25,7
PAN02,STEM,7,1,18,11,2013,26.6,25.6,7
PAN02,STEM,8,1,18,11,2013,25.1,25.7,7
PAN02,STEM,9,1,18,11,2013,26.9,26,7
PAN02,STEM,10,1,18,11,2013,27,26.6,7
PAN02,STEM,11,1,18,11,2013,27.2,26,7
PAN02,STEM,12,1,18,11,2013,26,25.6,7
PAN02,STEM,13,1,18,11,2013,25.9,25.6,7
PAN02,STEM,14,1,18,11,2013,25.6,25.7,7
PAN02,STEM,15,1,18,11,2013,26,24.9,7
PAN02,STEM,16,1,18,11,2013,26.7,26.3,7
PAN02,STEM,17,1,18,11,2013,26.6,26.4,7
PAN02,STEM,18,1,18,11,2013,26.2,26.6,7
PAN02,STEM,19,1,18,11,2013,26.4,26.6,7
PAN02,STEM,20,1,18,11,2013,26.5,26.6,7
PAN02,STEM,21,1,18,11,2013,22.2,22.3,7
PAN02,STEM,22,1,18,11,2013,22.5,22.5,7
PAN02,STEM,23,1,18,11,2013,25.8,25.5,7
PAN02,STEM,24,1,18,11,2013,26,25.7,7
PAN02,STEM,25,1,18,11,2013,25.8,25.6,7
PAN02,STEM,1,1,13,1,2014,24.6,24.3,7
PAN02,STEM,2,1,13,1,2014,25.8,26,7
PAN02,STEM,3,1,13,1,2014,24.9,24.3,7
PAN02,STEM,4,1,13,1,2014,24.9,24.8,7
PAN02,STEM,5,1,13,1,2014,25.7,25.4,7
PAN02,STEM,6,1,13,1,2014,25.5,25.5,7
PAN02,STEM,7,1,13,1,2014,24.8,24.5,7
PAN02,STEM,8,1,13,1,2014,24.5,24.4,7
PAN02,STEM,9,1,13,1,2014,25.3,25.8,7
PAN02,STEM,10,1,13,1,2014,24,24.3,7
PAN02,STEM,11,1,13,1,2014,23.9,23.4,7
PAN02,STEM,12,1,13,1,2014,24.5,23.4,7
PAN02,STEM,13,1,13,1,2014,24.2,23.8,7
PAN02,STEM,14,1,13,1,2014,23.6,23.6,7
PAN02,STEM,15,1,13,1,2014,26,25.9,7
PAN02,STEM,16,1,13,1,2014,25.8,25.7,7
PAN02,STEM,17,1,13,1,2014,23.6,23.5,7
PAN02,STEM,18,1,13,1,2014,23.4,23.1,7
PAN02,STEM,19,1,13,1,2014,23.2,23,7
PAN02,STEM,20,1,13,1,2014,23,23,7
PAN02,STEM,21,1,13,1,2014,23,22.7,7
PAN02,STEM,22,1,13,1,2014,22.8,22.7,7
PAN02,STEM,23,1,13,1,2014,22.5,22.6,7
PAN02,STEM,24,1,13,1,2014,22.8,22.9,7
PAN02,STEM,25,1,13,1,2014,23,23.1,7
PAN02,STEM,1,1,24,3,2014,23.4,24.3,7
PAN02,STEM,2,1,24,3,2014,22.8,22.9,7
PAN02,STEM,3,1,24,3,2014,22.9,23.2,7
PAN02,STEM,4,1,24,3,2014,24.6,24.3,7
PAN02,STEM,5,1,24,3,2014,24.9,24.2,7
PAN02,STEM,6,1,24,3,2014,24.6,24.3,7
PAN02,STEM,7,1,24,3,2014,24,25.9,7
PAN02,STEM,8,1,24,3,2014,23.8,23.6,7
PAN02,STEM,9,1,24,3,2014,23.5,23.7,7
PAN02,STEM,10,1,24,3,2014,23.9,23.9,7
PAN02,STEM,11,1,24,3,2014,24.2,24.1,7
PAN02,STEM,12,1,24,3,2014,24.2,24.1,7
PAN02,STEM,13,1,24,3,2014,23.7,23.5,7
PAN02,STEM,14,1,24,3,2014,24.1,23.9,7
PAN02,STEM,15,1,24,3,2014,24.6,24.5,7
PAN02,STEM,16,1,24,3,2014,24.3,24.2,7
PAN02,STEM,17,1,24,3,2014,25.1,24.5,7
PAN02,STEM,18,1,24,3,2014,25,24.2,7
PAN02,STEM,19,1,24,3,2014,25.5,24.9,7
PAN02,STEM,20,1,24,3,2014,24.7,24.7,7
PAN02,STEM,21,1,24,3,2014,24.8,24.2,7
PAN02,STEM,22,1,24,3,2014,25.5,25.3,7
PAN02,STEM,23,1,24,3,2014,24.8,24.5,7
PAN02,STEM,24,1,24,3,2014,25.1,24.7,7
PAN02,STEM,25,1,24,3,2014,25.4,24.5,7
