plot_code,sub_plot,tree_tag,family,genus,specie,year,month,day,wood_density_g_cm3,tree_height_m,pom_height_m,dbh_northsouth_cm,dbh_westeast_cm,rainfor_flag1,rainfor_flag2,rainfor_flag3,quality_code,comments
PAN03,3,67,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,3.31,3.36,a,,,,
PAN03,3,68,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,5.83,5.75,a,,,,
PAN03,3,69,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,4.06,3.86,a,,,,
PAN03,3,70,Indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,5.6,5.57,a,,,,
PAN03,3,71,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,3.5,1.3,2.79,2.4,c,,,,
PAN03,3,75,Indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,7.22,7.36,a,,,,
PAN03,3,76,Indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,7.13,7.98,a,,,,
PAN03,3,77,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.14,3.65,a,,,,
PAN03,3,80,Indeterminado,Indeterminado,,2013,4,3,NaN,9,1.3,9.25,9.83,a,,,,
PAN03,3,81,Melastomataceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.6,2.33,c,,,,
PAN03,3,82,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,8.76,7.83,a,,,,
PAN03,3,84,Cyatheaceae,Cyathea,,2013,4,3,NaN,4.4,1.3,3.67,3.66,a,,,,
PAN03,3,85,Cyatheaceae,Cyathea,,2013,4,3,NaN,4.5,1.3,3.96,3.78,a,,,,
PAN03,3,86,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.06,6.4,a,,,,
PAN03,3,88,Indeterminado,Indeterminado,,2013,4,3,NaN,,1.3,3.9,3.83,c,,,,
PAN03,3,89,Cyatheaceae,Cyathea,,2013,4,3,NaN,3,1.3,3.05,2.62,a,,,,
PAN03,3,90,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,2.69,3.41,c,,,,
PAN03,3,91,Arecaceae,Wettinia,,2013,4,3,NaN,5.5,1.3,4.4,4.49,a,,,,
PAN03,3,92,Cecropiaceae,Pouroma,,2013,4,3,NaN,6,1.3,3.66,4.09,a,,,,
PAN03,3,93,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,1.94,2.16,a,,,,
PAN03,3,94,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,3.99,4.09,a,,,,
PAN03,3,95,Fabaceae,Inga,,2013,4,3,NaN,5,1.3,2.21,2.02,c,,,,
PAN03,3,96,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.44,3.88,a,,,,
PAN03,3,97,Fabaceae,Tachigali,,2013,4,3,NaN,8,1.3,4.38,5.14,a,,,,
PAN03,3,98,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.49,6.36,a,,,,
PAN03,3,99,Rubiaceae,Indeterminado,,2013,4,3,NaN,5.5,1.3,4.44,4.74,a,,,,
PAN03,3,100,Urticaceae,Pouroma,,2013,4,3,NaN,5,1.3,3.06,3.2,a,,,,
PAN03,3,101,Rubiaceae,Indeterminado,,2013,4,3,NaN,11,1.3,9.56,9.31,a,,,,
PAN03,3,102,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.16,2.83,a,,,,
PAN03,3,103,Clussiaceae,Chrysoclamis,,2013,4,3,NaN,2.8,1.3,2.2,2.2,c,,,,
PAN03,3,104,Clussiaceae,Chrysoclamis,,2013,4,3,NaN,3.5,1.3,2.14,2.12,a,,,,
PAN03,3,105,Indeterminado,Indeterminado,,2013,4,3,NaN,10,1.3,6.63,7.25,a,,,,
PAN03,3,106,Arecaceae,Wettinia,,2013,4,3,NaN,6.5,1.3,3.96,3.95,a,,,,
PAN03,3,107,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,2.7,1.3,2.12,2.12,a,,,,
PAN03,3,108,Moraceae,Indeterminado,,2013,4,3,NaN,6.5,1.3,4.84,4.71,a,,,,
PAN03,3,109,Indeterminado,Indeterminado,,2013,4,3,NaN,2.8,1.3,1.98,2,a,,,,
PAN03,3,110,Arecaceae,Wettinia,,2013,4,3,NaN,3.7,1.3,4.2,4.35,a,,,,
PAN03,3,111,Myristicaceae,Indeterminado,,2013,4,3,NaN,7,1.3,5.78,6.36,a,,,,
PAN03,3,112,Arecaceae,Wettinia,,2013,4,3,NaN,3,1.3,5.06,5.33,a,,,,
PAN03,3,112.1,Indeterminado,Indeterminado,,2013,4,3,NaN,,1.3,,,,,,,
PAN03,3,113,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.16,2.25,a,,,,
PAN03,3,114,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,2.19,2.29,a,,,,
PAN03,3,115,Myristicaceae,Indeterminado,,2013,4,3,NaN,7,1.3,6.14,7.16,a,,,,
PAN03,3,116,Indeterminado,indeterminado,,2013,4,3,NaN,7,1.3,3.83,3.83,a,,,,
PAN03,3,117,Indeterminado,indeterminado,,2013,4,3,NaN,5,1.3,3.11,3.17,a,,,,
PAN03,3,118,Indeterminado,indeterminado,,2013,4,3,NaN,5,1.3,2.81,3.01,a,,,,
PAN03,3,119,Rubiaceae,Indeterminado,,2013,4,3,NaN,5,1.3,4.33,4.9,a,,,,
PAN03,3,120,Indeterminado,Indeterminado,,2013,4,3,NaN,10,1.3,7.17,7.77,a,,,,
PAN03,3,121,Arecaceae,Wettinia,,2013,4,3,NaN,4.5,1.3,4.7,4.61,a,,,,
PAN03,3,122,Burseraceae,Protium,,2013,4,3,NaN,3,1.3,2.32,2.25,c,,,,
PAN03,3,123,Arecaceae,Wettinia,,2013,4,3,NaN,4.5,1.3,3.98,3.83,a,,,,
PAN03,3,124,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,3.08,6.57,a,,,,
PAN03,3,126,Cyatheaceae,Cyathea,,2013,4,3,NaN,2.5,1.3,3.9,3.72,a,,,,
PAN03,3,127,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,5.7,6.28,c,,,,
PAN03,3,128,Arecaceae,Wettinia,,2013,4,3,NaN,3,1.3,2.82,2.86,a,,,,
PAN03,3,130,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,4.7,4.67,a,,,,
PAN03,3,131,Arecaceae,Geonoma,,2013,4,3,NaN,5,1.3,2.11,2.21,a,,,,
PAN03,3,132,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,6.19,6.36,a,,,,
PAN03,3,133,Burseraceae,Protium,,2013,4,3,NaN,6,1.3,5.07,5.17,a,,,,
PAN03,3,134,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,3.83,3.97,a,,,,
PAN03,3,135,Arecaceae,Wettinia,,2013,4,3,NaN,4,1.3,4.54,4.54,a,,,,
PAN03,3,136,Indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,5.23,6.57,a,,,,
PAN03,3,137,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,7.8,7.83,a,,,,
PAN03,3,138,Indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,8.81,9.11,a,,,,
PAN03,3,139,Urticaceae,Pouroma,,2013,4,3,NaN,3.5,1.3,3.73,3.9,c,,,,
PAN03,3,140,Burseraceae,Protium,,2013,4,3,NaN,6,1.3,7.5,7.51,a,,,,
PAN03,3,141,Melastomataceae,Indeterminado,,2013,4,3,NaN,7,1.3,3.98,4.02,a,,,,
PAN03,3,142,indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,6.31,6.58,a,,,,
PAN03,3,143,Burseraceae,Protium,,2013,4,3,NaN,4,1.3,2.32,2.37,a,,,,
PAN03,3,144,Urticaceae,Pouroma,,2013,4,3,NaN,7,1.3,6.3,6.27,a,,,,
PAN03,3,145,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,5.12,5.04,a,,,,
PAN03,3,146,Bombacaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.01,2.02,a,,,,
PAN03,3,147,Fabaceae,Tachigali,,2013,4,3,NaN,3,1.3,2.36,2.41,a,,,,
PAN03,3,148,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,5,1.3,3.13,3.49,a,,,,
PAN03,3,149,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,6,1.3,4.09,5.56,a,,,,
PAN03,3,150,Arecaceae,Wettinia,,2013,4,3,NaN,10,1.3,6.43,6.47,a,,,,
PAN03,3,151,Cyatheaceae,Cyathea,,2013,4,3,NaN,3,1.3,4.89,4.85,a,,,,
PAN03,3,152,Arecaceae,Wettinia,,2013,4,3,NaN,4,1.3,4.6,4.61,a,,,,
PAN03,3,153,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4,1.3,2.2,2.47,a,,,,
PAN03,3,154,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,8.59,9.81,a,,,,
PAN03,3,155,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,3.71,3.92,a,,,,
PAN03,3,156,Arecaceae,Wettinia,,2013,4,3,NaN,2.5,1.3,3.42,3.35,a,,,,
PAN03,3,157,Arecaceae,Geonoma,,2013,4,3,NaN,4,1.3,2.27,2.31,c,,,,
PAN03,3,158,Sabiaceae,Meliosma,,2013,4,3,NaN,2.5,1.3,2.6,2.51,c,,,,
PAN03,3,159,Melastomataceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.59,2.61,a,,,,
PAN03,3,160,Melastomataceae,Indeterminado,,2013,4,3,NaN,5.5,1.3,4.71,4.82,a,,,,
PAN03,3,161,Rubiaceae,Indeterminado,,2013,4,3,NaN,6,1.3,4.3,4.05,a,,,,
PAN03,3,162,Myristicaceae,Indeterminado,,2013,4,3,NaN,4,1.3,1.84,2,a,,,,
PAN03,3,163,Urticaceae,Pouroma,,2013,4,3,NaN,4,1.3,2.61,2.67,a,,,,
PAN03,3,164,Arecaceae,Wettinia,,2013,4,3,NaN,3.5,1.3,4.37,4.81,a,,,,
PAN03,3,165,Indeterminado,Indeterminado,,2013,4,3,NaN,3,1.3,2.33,2.38,a,,,,
PAN03,3,166,Euphorbiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.64,2.65,a,,,,
PAN03,3,167,Cyatheaceae,Cyathea,,2013,4,3,NaN,3.5,1.3,5.31,5.52,a,,,,
PAN03,3,168,Urticaceae,Pouroma,,2013,4,3,NaN,4,1.3,2.44,2.28,a,,,,
PAN03,3,169,Indeterminado,indeterminado,,2013,4,3,NaN,2.5,1.3,2.37,2.44,a,,,,
PAN03,3,170,Indeterminado,indeterminado,,2013,4,3,NaN,7,1.3,2.58,3.82,a,,,,
PAN03,3,170.1,Indeterminado,Indeterminado,,2013,4,3,NaN,,1.3,,,,,,,
PAN03,3,171,Indeterminado,Indeterminado,,2013,4,3,NaN,3,1.3,2.27,2.16,a,,,,
PAN03,3,172,Melastomataceae,Indeterminado,,2013,4,3,NaN,5,1.3,3.23,2.79,a,,,,
PAN03,3,173,Urticaceae,Pouroma,,2013,4,3,NaN,6.5,1.3,4.94,5.14,a,,,,
PAN03,3,176,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.06,2.03,a,,,,
PAN03,3,176.1,Indeterminado,Indeterminado,,2013,4,3,NaN,,1.3,,,,,,,
PAN03,3,177,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.27,6.19,a,,,,
PAN03,3,178,Melastomataceae,Indeterminado,,2013,4,3,NaN,4,1.3,3.07,2.95,a,,,,
PAN03,3,179,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,6.33,6.3,a,,,,
PAN03,3,180,Melastomataceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.61,2.82,a,,,,
PAN03,3,182,Arecaceae,Wettinia,,2013,4,3,NaN,4,1.3,3.04,3.14,a,,,,
PAN03,3,183,Fabaceae,Indeterminado,,2013,4,3,NaN,5,1.3,5.82,6.3,a,,,,
PAN03,3,184,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,2.43,2.42,a,,,,
PAN03,3,185,Indeterminado,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.21,2.41,a,,,,
PAN03,3,186,Cyatheaceae,Alsophyla,,2013,4,3,NaN,2.5,1.3,5.13,4.48,a,,,,
PAN03,3,187,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,2.08,1.98,c,,,,
PAN03,3,188,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,2.1,1.3,2.74,2.53,b,,,,
PAN03,3,189,Indeterminado,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.59,2.54,a,,,,
PAN03,3,190,Arecaceae,Wettinia,,2013,4,3,NaN,6,1.3,5.12,5.32,a,,,,
PAN03,3,191,Primulaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.44,2.5,a,,,,
PAN03,3,192,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,5.09,4.97,a,,,,
PAN03,3,193,Rubiaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.96,2.83,a,,,,
PAN03,3,194,indeterminado,Indeterminado,,2013,4,3,NaN,10,1.3,8.12,9.62,a,,,,
PAN03,3,195,Myristicaceae,Indeterminado,,2013,4,3,NaN,4,1.3,2.31,2.52,c,,,,
PAN03,3,196,indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,3.62,3.68,a,,,,
PAN03,3,197,Cyatheaceae,Indeterminado,,2013,4,3,NaN,5.5,1.3,6.49,5.94,c,,,,
PAN03,3,198,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4,1.3,2.7,2.81,ah,,,,
PAN03,3,199,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4,1.3,1.98,2.01,ah,,,,
PAN03,3,200,Melastomataceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.14,1.97,a,,,,
PAN03,3,201,Melastomataceae,Indeterminado,,2013,4,3,NaN,6,1.3,5.68,5.79,a,,,,
PAN03,11,202,Arecaceae,Geonoma,,2013,4,3,NaN,5,1.3,3.64,3.57,a,,,,
PAN03,11,203,Arecaceae,Geonoma,,2013,4,3,NaN,2.5,1.3,3.06,3.2,a,,,,
PAN03,11,204,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,4.73,5.71,a,,,,
PAN03,11,205,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.33,2.41,a,,,,
PAN03,11,206,Urticaceae,Pouroma,,2013,4,3,NaN,5.5,1.3,3.88,4.17,a,,,,
PAN03,11,207,Indeterminado,Indeterminado,,2013,4,3,NaN,10,1.3,7.76,8.35,a,,,,
PAN03,11,208,Myrsinaceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.79,2.87,a,,,,
PAN03,11,209,indeterminado,Indeterminado,,2013,4,3,NaN,11,1.3,6.06,6.56,a,,,,
PAN03,11,210,indeterminado,Indeterminado,,2013,4,3,NaN,10,1.3,7.55,8.28,a,,,,
PAN03,11,211,indeterminado,Indeterminado,,2013,4,3,NaN,3,1.3,2.76,3.11,a,,,,
PAN03,11,212,Melastomataceae,Indeterminado,,2013,4,3,NaN,4.5,1.3,2.79,2.83,a,,,,
PAN03,11,213,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,4.5,1.3,2.55,2.71,a,,,,
PAN03,11,214,indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,5.56,6.3,a,,,,
PAN03,11,215,indeterminado,Indeterminado,,2013,4,3,NaN,8,1.3,3.12,3.29,a,,,,
PAN03,11,216,Burseraceae,Protium,,2013,4,3,NaN,4.5,1.3,2.28,2.32,a,,,,
PAN03,11,217,Meliaceae,Guarea,,2013,4,3,NaN,4,1.3,2.95,2.79,a,,,,
PAN03,11,218,Melastomataceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.58,2.57,a,,,,
PAN03,11,219,Myrsinaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.1,2.26,a,,,,
PAN03,11,220,Caryocaraceae,Caryocar,,2013,4,3,NaN,6,1.3,2.36,2.27,a,,,,
PAN03,11,221,Cyatheaceae,Cyathea,,2013,4,3,NaN,4.5,1.3,3.57,3.64,c,,,,
PAN03,11,222,Myristicaceae,indeterminado,,2013,4,3,NaN,7,1.3,7.11,6.7,c,,,,
PAN03,11,223,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,12,1.3,8.15,8.24,a,,,,
PAN03,11,224,Cyatheaceae,Cyathea,,2013,4,3,NaN,4.5,1.3,4.52,4.23,a,,,,
PAN03,11,225,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,2.7,4.14,a,,,,
PAN03,11,226,Urticaceae,Pouroma,,2013,4,3,NaN,7,1.3,4.71,4.62,a,,,,
PAN03,11,227,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,2.88,3,a,,,,
PAN03,11,228,Fabaceae,Indeterminado,,2013,4,3,NaN,5,1.3,4.38,4.77,a,,,,
PAN03,11,229,Indeterminado,Indeterminado,,2013,4,3,NaN,11,1.3,9.05,8.52,a,,,,
PAN03,11,230,Rubiaceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.03,2.09,c,,,,
PAN03,11,232,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,3.5,1.3,2.5,2.48,a,,,,
PAN03,11,233,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.9,6.64,a,,,,
PAN03,11,234,Myrsinaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.36,2.31,a,,,,
PAN03,11,235,Araliaceae,Indeterminado,,2013,4,3,NaN,3,1.3,2.03,2.12,a,,,,
PAN03,11,236,Indeterminado,Indeterminado,,2013,4,3,NaN,6,1.3,5.96,6,a,,,,
PAN03,11,237,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,2.5,1.3,2.15,2.2,a,,,,
PAN03,11,238,Arecaceae,Geonoma,,2013,4,3,NaN,6,1.3,3.76,3.83,a,,,,
PAN03,11,239,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,4.1,4.44,a,,,,
PAN03,11,240,Arecaceae,Wettinia,,2013,4,3,NaN,4,1.3,3.9,3.99,a,,,,
PAN03,11,241,Arecaceae,Wettinia,,2013,4,3,NaN,10,1.3,6.87,6.68,a,,,,
PAN03,11,242,Arecaceae,Wettinia,,2013,4,3,NaN,9,1.3,6.85,7.03,a,,,,
PAN03,11,243,Cyatheaceae,Cyathea,,2013,4,3,NaN,2.5,1.3,2.18,2.71,a,,,,
PAN03,11,244,Annonaceae,Indeterminado,,2013,4,3,NaN,5.5,1.3,5.31,5.05,a,,,,
PAN03,11,245,Araliaceae,Indeterminado,,2013,4,3,NaN,3,1.3,1.92,2.31,ch,,,,
PAN03,11,246,Araliaceae,Indeterminado,,2013,4,3,NaN,2.5,1.3,2.42,2.02,ch,,,,
PAN03,11,247,Araliaceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.6,3.04,a,,,,
PAN03,11,248,Rubiaceae,Indeterminado,,2013,4,3,NaN,7,1.3,4.35,4.86,a,,,,
PAN03,11,249,Indeterminado,Indeterminado,,2013,4,3,NaN,5.5,1.3,3.8,4.02,a,,,,
PAN03,11,250,Annonaceae,Indeterminado,,2013,4,3,NaN,3.5,1.3,2.35,2.56,a,,,,
PAN03,11,251,Arecaceae,Wettinia,,2013,4,3,NaN,8,1.3,6.51,6.39,a,,,,
PAN03,11,252,Araliaceae,Indeterminado,,2013,4,3,NaN,6,1.3,3.5,3.85,a,,,,
PAN03,11,253,Elaeocarpaceae,Sloanea,,2013,4,3,NaN,7.5,1.3,7.35,8,a,,,,
PAN03,11,254,Araliaceae,Sloanea,,2013,4,3,NaN,4,1.3,3,3.07,,,,,
PAN03,11,256,Urticaceae,Pouroma,,2013,4,3,NaN,2.5,1.3,2.58,2.68,a,,,,
PAN03,11,257,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,3.93,4,a,,,,
PAN03,11,258,Indeterminado,Indeterminado,,2013,4,3,NaN,4.5,1.3,3.14,3.4,a,,,,
PAN03,11,259,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,1.96,2.15,a,,,,
PAN03,11,260,Fabaceae,Indeterminado,,2013,4,3,NaN,5,1.3,2.95,3.44,a,,,,
PAN03,11,261,Arecaceae,Wettinia,,2013,4,3,NaN,5,1.3,5.25,5.25,a,,,,
PAN03,11,262,Indeterminado,Indeterminado,,2013,4,3,NaN,5,1.3,6.44,7.43,a,,,,
PAN03,11,263,Indeterminado,Indeterminado,,2013,4,3,NaN,7,1.3,3.87,4.57,a,,,,
PAN03,11,266,Arecaceae,Geonoma,,2013,4,3,NaN,4.5,1.3,4.08,4.23,a,,,,
PAN03,11,267,Arecaceae,Wettinia,,2013,4,3,NaN,7,1.3,6.43,6.22,a,,,,
PAN03,11,269,Indeterminado,Indeterminado,,2013,4,3,NaN,4,1.3,2.56,2.45,a,,,,
PAN03,11,270,Arecaceae,Geonoma,,2013,4,3,NaN,4.5,1.3,4,4.03,a,,,,
PAN03,11,271,Indeterminado,Indeterminado,,2013,4,3,NaN,2.5,1.3,1.96,2.05,a,,,,
